text,introduction,education,skills,experience,career_goals
I am studying Mechanical Engineering I know Web Development I want to build scalable systems basically,0,1,1,0,1
My name is Zoya from Bangalore I completed Electrical Engineering I worked with Python I want to build scalable systems basically,1,1,1,0,1
uh I am pursuing BSc IT I know Web Development,0,1,1,0,0
I am Chaitanya from Mumbai I completed BCA I did internship at Wipro My goal is to contribute to AI research basically,1,1,0,1,1
My name is Tanmay from Mumbai I completed BSc IT I know Python basically,1,1,1,0,0
I am Rishi from Bangalore I am studying BTech in Computer Science I have skills in Python I worked at TCS,1,1,1,1,0
myself aadhya i am studying btech in computer science i have skills in machine learning my goal is to become an ai engineer,1,1,1,0,1
uh Hi I am Rudra I completed BSc IT I know Deep Learning I worked at Infosys,1,1,1,1,0
Hi I am Siddharth I have skills in Machine Learning you know,1,0,1,0,0
I have skills in Python My goal is to build scalable systems,0,0,1,0,1
My name is Vivaan from Lucknow I did internship at TCS,1,0,0,1,0
i am pursuing bca i did internship at tcs my goal is to work in a top company,0,1,0,1,1
Myself Aditya I am pursuing BSc IT I know Web Development I did internship at HCL you know,1,1,1,1,0
uh Myself Neha I am studying Mechanical Engineering I know Data Structures I did internship at HCL,1,1,1,1,0
Myself Aadhya I worked at TCS My goal is to contribute to AI research,1,0,0,1,1
Hi I am Diya I worked with Machine Learning I want to contribute to AI research,1,0,1,0,1
uh My name is Manikanta from Delhi I am studying Mechanical Engineering I worked with Data Structures,1,1,1,0,0
myself Akash from Chennai I know Web Development I did internship at Google India,1,0,1,1,0
I am pursuing BTech in Computer Science I have skills in Python I did internship at HCL I want to contribute to AI research you know,0,1,1,1,1
i am tanmay from lucknow i completed btech in computer science i know deep learning,1,1,1,0,0
My name is Siddharth from Mumbai you know,1,0,0,0,0
My name is Devansh from Bangalore I am pursuing BCA I worked with Web Development I worked at Google India you know,1,1,1,1,0
Hi I am Gurpreet I worked with Web Development I worked at HCL you know,1,0,1,1,0
Myself Subramanian I have skills in Web Development I worked at Google India My goal is to contribute to AI research basically,1,0,1,1,1
I am Neha from Delhi I am pursuing Electrical Engineering I know AI basically,1,1,1,0,0
My name is Harpreet from Bangalore My goal is to build scalable systems you know,1,0,0,0,1
I am studying BCA I have skills in Deep Learning I worked at HCL I want to build scalable systems,0,1,1,1,1
myself Rudra from Chennai I worked at TCS My goal is to build scalable systems,1,0,0,1,1
I am Priyanshu from Chennai I completed BSc IT,1,1,0,0,0
Hi I'm Aditya I'm pursuing BCA,1,1,0,0,0
myself deepak i am pursuing mechanical engineering i worked at tcs,1,1,0,1,0
uh My name is Bhargav from Hyderabad,1,0,0,0,0
I am Tanmay from Hyderabad you know,1,0,0,0,0
uh I am pursuing BTech in Computer Science,0,1,0,0,0
I have skills in Web Development basically,0,0,1,0,0
I am studying BSc IT I worked with Web Development I did internship at Google India basically,0,1,1,1,0
My name is Rehan from Chennai I want to work in a top company,1,0,0,0,1
My name is Saanvi from Chennai,1,0,0,0,0
Myself Zoya I am pursuing Mechanical Engineering I know AI,1,1,1,0,0
I am studying Electrical Engineering,0,1,0,0,0
I am Jasleen from Delhi I am studying Electrical Engineering I know Python,1,1,1,0,0
uh My name is Jasleen from Mumbai I am pursuing BSc IT I want to contribute to AI research,1,1,0,0,1
Myself Zoya I have skills in AI basically,1,0,1,0,0
hi i am ishaan i am pursuing electrical engineering i worked at tcs i want to build scalable systems,1,1,0,1,1
myself Kabir from Delhi I completed BSc IT I have skills in Python My goal is to work in a top company,1,1,1,0,1
I am studying BTech in Computer Science I know Web Development I did internship at Wipro,0,1,1,1,0
I am Myra from Mumbai I completed BCA I have skills in Machine Learning I did internship at TCS My goal is to become an AI engineer,1,1,1,1,1
I completed BTech in Computer Science I did internship at Infosys My goal is to build scalable systems you know,0,1,0,1,1
myself Venkatesh from Chennai I completed BCA I have skills in Machine Learning,1,1,1,0,0
Hi I'm Somanshu I'm pursuing Electrical Engineering,1,1,0,0,0
I am Chaitanya from Bangalore I know Deep Learning I worked at Google India,1,0,1,1,0
uh Myself Ananya I completed BTech in Computer Science I have skills in Data Structures I did internship at TCS,1,1,1,1,0
My name is Ishaan from Chennai I am studying BSc IT I worked with Deep Learning I worked at Wipro I want to contribute to AI research,1,1,1,1,1
Hi I'm Shivansh I'm pursuing BTech in Computer Science I did internship at Infosys,1,1,0,1,0
uh Hi I am Krishna I did internship at Infosys My goal is to become an AI engineer,1,0,0,1,1
I completed Electrical Engineering I did internship at Google India you know,0,1,0,1,0
uh Hi I am Harshit I am studying BTech in Computer Science I have skills in Data Structures,1,1,1,0,0
I know AI I want to become an AI engineer,0,0,1,0,1
My name is Deepak from Delhi I am pursuing BCA I have skills in AI I worked at HCL you know,1,1,1,1,0
Hi I am Rishi I completed BCA I worked with Data Structures I did internship at Google India I want to become an AI engineer basically,1,1,1,1,1
i want to become an ai engineer,0,0,0,0,1
I know AI I worked at HCL I want to build scalable systems basically,0,0,1,1,1
I am studying BCA I know Data Structures I want to build scalable systems,0,1,1,0,1
uh I am Zoya from Bangalore I completed BCA I worked with Data Structures I did internship at Infosys My goal is to work in a top company,1,1,1,1,1
Myself Zoya I did internship at HCL I want to contribute to AI research,1,0,0,1,1
My name is Tanmay from Bangalore I'm studying Mechanical Engineering,1,1,0,0,0
uh Myself Priyanshu I completed BCA I did internship at Google India My goal is to build scalable systems,1,1,0,1,1
I'm pursuing BSc IT I know Python I did internship at TCS,0,1,1,1,0
hi i am vivaan i am pursuing btech in computer science i know ai i worked at google india my goal is to build scalable systems,1,1,1,1,1
I am pursuing BTech in Computer Science My goal is to work in a top company basically,0,1,0,0,1
I worked with Web Development,0,0,1,0,0
My name is Rishi from Hyderabad I am studying BSc IT My goal is to build scalable systems,1,1,0,0,1
My name is Zoya from Delhi I completed Mechanical Engineering I want to contribute to AI research,1,1,0,0,1
I'm Jasleen from Hyderabad I worked with Machine Learning I worked at HCL My goal is to contribute to AI research,1,0,1,1,1
uh My name is Bhargav from Mumbai I have skills in Data Structures My goal is to build scalable systems,1,0,1,0,1
Myself Venkatesh I know Web Development I worked at HCL My goal is to become an AI engineer,1,0,1,1,1
My name is Vivaan from Bangalore I'm studying BCA I know Data Structures I did internship at TCS,1,1,1,1,0
uh I know AI I did internship at Infosys I want to work in a top company,0,0,1,1,1
Myself Faizan My goal is to work in a top company,1,0,0,0,1
I am Vivaan from Mumbai I am studying Electrical Engineering,1,1,0,0,0
My name is Tanmay from Lucknow I worked with Deep Learning My goal is to contribute to AI research you know,1,0,1,0,1
I worked with Web Development I want to work in a top company,0,0,1,0,1
I completed Mechanical Engineering I have skills in Web Development,0,1,1,0,0
Hi I am Krishna My goal is to become an AI engineer you know,1,0,0,0,1
Hi I am Diya I am pursuing BTech in Computer Science,1,1,0,0,0
Hi I am Atharv I am studying BSc IT I have skills in Deep Learning,1,1,1,0,0
I am Pooja from Chennai I am studying Electrical Engineering I have skills in Web Development My goal is to contribute to AI research,1,1,1,0,1
Hi I am Diya I have skills in Machine Learning I did internship at Google India,1,0,1,1,0
myself Rehan from Mumbai I completed BCA I worked with Web Development I want to contribute to AI research,1,1,1,0,1
My name is Aditya from Mumbai I am pursuing Electrical Engineering I know Python basically,1,1,1,0,0
I'm Aadhya from Lucknow I want to build scalable systems,1,0,0,0,1
I am Priyanshu from Lucknow I completed Electrical Engineering I worked with Data Structures I did internship at TCS I want to work in a top company basically,1,1,1,1,1
Hi I am Lalita I completed BCA I have skills in Python I did internship at Wipro basically,1,1,1,1,0
I am pursuing Mechanical Engineering I worked with Deep Learning I worked at Infosys,0,1,1,1,0
Hi I am Siddharth I am studying Mechanical Engineering I know Python My goal is to build scalable systems you know,1,1,1,0,1
My name is Somanshu from Lucknow I completed BSc IT I know Web Development I worked at Wipro My goal is to work in a top company you know,1,1,1,1,1
I completed Electrical Engineering you know,0,1,0,0,0
Hi I'm Sai Teja I worked with Machine Learning I worked at TCS,1,0,1,1,0
Myself Bhargav I completed Mechanical Engineering I did internship at TCS I want to work in a top company,1,1,0,1,1
Hi I am Devansh I am studying BSc IT,1,1,0,0,0
uh I am studying Electrical Engineering I know Python,0,1,1,0,0
I am Myra from Bangalore I completed BTech in Computer Science I want to become an AI engineer basically,1,1,0,0,1
uh Hi I am Aadhya I completed BCA I did internship at HCL,1,1,0,1,0
I am studying BSc IT I have skills in AI My goal is to contribute to AI research basically,0,1,1,0,1
I am pursuing BSc IT I know Data Structures I worked at HCL My goal is to work in a top company,0,1,1,1,1
Hi I am Kabir I worked with Python I worked at TCS I want to build scalable systems you know,1,0,1,1,1
I am pursuing Electrical Engineering I worked with Web Development you know,0,1,1,0,0
uh I am studying BSc IT I worked with Python I did internship at TCS,0,1,1,1,0
I am studying Electrical Engineering I worked with Python I worked at Wipro My goal is to work in a top company you know,0,1,1,1,1
uh My name is Vivaan from Delhi I am studying BTech in Computer Science I worked at HCL My goal is to build scalable systems,1,1,0,1,1
uh I am studying Electrical Engineering I want to work in a top company,0,1,0,0,1
myself atharv i completed bca i worked at tcs i want to work in a top company,1,1,0,1,1
Myself Somanshu I am studying Electrical Engineering,1,1,0,0,0
I am Harpreet from Mumbai I worked at Google India My goal is to become an AI engineer,1,0,0,1,1
uh Hi I am Saanvi I completed BTech in Computer Science I have skills in Web Development I want to become an AI engineer,1,1,1,0,1
I worked with Web Development I worked at Google India you know,0,0,1,1,0
Hi I am Ayesha I completed BTech in Computer Science I worked at TCS My goal is to build scalable systems,1,1,0,1,1
uh Myself Saanvi I completed BSc IT I worked at TCS My goal is to build scalable systems,1,1,0,1,1
I'm pursuing BTech in Computer Science I did internship at HCL I want to build scalable systems,0,1,0,1,1
uh I am Deepak from Hyderabad I know Machine Learning I worked at TCS My goal is to work in a top company,1,0,1,1,1
Myself Jasleen I know Data Structures I want to contribute to AI research basically,1,0,1,0,1
myself krishna i completed mechanical engineering i want to become an ai engineer,1,1,0,0,1
I am pursuing BTech in Computer Science I worked at Google India My goal is to contribute to AI research you know,0,1,0,1,1
I have skills in AI I worked at Infosys,0,0,1,1,0
I am studying BSc IT I know Deep Learning My goal is to work in a top company basically,0,1,1,0,1
I am Harpreet from Chennai I completed Mechanical Engineering I worked with Python you know,1,1,1,0,0
I am Rishi from Chennai I completed BCA I worked with Machine Learning My goal is to work in a top company,1,1,1,0,1
i completed bca i did internship at wipro i want to build scalable systems,0,1,0,1,1
I am Harpreet from Mumbai I worked with Deep Learning I did internship at TCS,1,0,1,1,0
I worked at Wipro My goal is to work in a top company,0,0,0,1,1
Myself Yashraj I am pursuing Mechanical Engineering I want to become an AI engineer,1,1,0,0,1
I completed Electrical Engineering I worked with Python I want to contribute to AI research basically,0,1,1,0,1
uh I am pursuing BSc IT I have skills in Python I want to contribute to AI research,0,1,1,0,1
my name is somanshu from bangalore i know python i worked at infosys my goal is to become an ai engineer,1,0,1,1,1
I worked with AI I worked at Google India I want to work in a top company you know,0,0,1,1,1
My name is Rishi from Bangalore I know Data Structures basically,1,0,1,0,0
uh I am studying Mechanical Engineering I know Machine Learning I worked at Wipro,0,1,1,1,0
myself Atharv from Hyderabad I am studying BCA I worked with Machine Learning My goal is to work in a top company,1,1,1,0,1
I did internship at Google India My goal is to contribute to AI research basically,0,0,0,1,1
Myself Sai Teja I know Data Structures you know,1,0,1,0,0
I did internship at Wipro you know,0,0,0,1,0
Hi I'm Deepak I'm pursuing BCA I worked with Data Structures,1,1,1,0,0
I'm Lalita from Bangalore I completed BSc IT I have skills in Machine Learning,1,1,1,0,0
I worked with Machine Learning My goal is to contribute to AI research basically,0,0,1,0,1
Myself Kabir I am pursuing BTech in Computer Science I have skills in Machine Learning you know,1,1,1,0,0
hi i am raghavendra i worked with web development my goal is to work in a top company,1,0,1,0,1
My name is Diya from Lucknow I am studying BCA I have skills in Machine Learning I did internship at Infosys I want to contribute to AI research basically,1,1,1,1,1
Myself Akash I want to contribute to AI research,1,0,0,0,1
uh Myself Krishna I completed BCA I worked with Data Structures I want to contribute to AI research,1,1,1,0,1
Hi I am Krishna I completed BCA I worked with Python I did internship at TCS,1,1,1,1,0
I completed Mechanical Engineering My goal is to become an AI engineer basically,0,1,0,0,1
Hi I'm Siddharth I completed Electrical Engineering I worked with Machine Learning,1,1,1,0,0
Myself Sreshth I worked with Deep Learning My goal is to become an AI engineer,1,0,1,0,1
I am studying BCA I have skills in Machine Learning basically,0,1,1,0,0
I completed Mechanical Engineering I know Data Structures I want to work in a top company,0,1,1,0,1
I am pursuing BSc IT I worked at Google India I want to work in a top company you know,0,1,0,1,1
uh My name is Zoya from Hyderabad I am pursuing Mechanical Engineering I did internship at Wipro I want to build scalable systems,1,1,0,1,1
I am Faizan from Delhi I am studying Mechanical Engineering I worked with Data Structures you know,1,1,1,0,0
uh Myself Sai Teja I completed BTech in Computer Science I have skills in Python,1,1,1,0,0
Hi I am Aarav I worked with Deep Learning I did internship at HCL My goal is to work in a top company you know,1,0,1,1,1
My name is Rishi from Delhi I am studying BTech in Computer Science I want to work in a top company basically,1,1,0,0,1
I am studying BTech in Computer Science I did internship at TCS I want to build scalable systems,0,1,0,1,1
Hi I am Sreshth I completed BCA I have skills in Machine Learning I want to become an AI engineer,1,1,1,0,1
I am Gurpreet from Delhi I am studying BSc IT I worked with Deep Learning I want to work in a top company,1,1,1,0,1
I am Aditya from Mumbai I completed Electrical Engineering I worked at Wipro I want to work in a top company,1,1,0,1,1
Myself Kabir I am pursuing BSc IT I have skills in AI My goal is to become an AI engineer you know,1,1,1,0,1
I am Lalita from Bangalore,1,0,0,0,0
Myself Somanshu I'm studying Mechanical Engineering I have skills in Python I want to work in a top company,1,1,1,0,1
Myself Devansh I am pursuing BSc IT I know Python I did internship at HCL you know,1,1,1,1,0
uh I know Deep Learning My goal is to contribute to AI research,0,0,1,0,1
i am zoya from bangalore i am studying mechanical engineering,1,1,0,0,0
uh My name is Jasleen from Hyderabad I completed BCA I want to work in a top company,1,1,0,0,1
My name is Shivansh from Mumbai I know Data Structures I worked at HCL My goal is to build scalable systems you know,1,0,1,1,1
hi i am harshit i am studying bsc it i did internship at tcs my goal is to work in a top company,1,1,0,1,1
I completed BCA I worked at Wipro My goal is to contribute to AI research,0,1,0,1,1
I am Priyanshu from Bangalore I am studying Mechanical Engineering I worked with Web Development basically,1,1,1,0,0
I am Aditya from Lucknow I am pursuing BCA I worked with Python,1,1,1,0,0
I completed BTech in Computer Science I know Machine Learning My goal is to contribute to AI research,0,1,1,0,1
Myself Deepak I am studying BTech in Computer Science I have skills in Deep Learning I worked at HCL My goal is to build scalable systems,1,1,1,1,1
I am Tanmay from Bangalore I completed BSc IT My goal is to become an AI engineer,1,1,0,0,1
I am Nikhil from Lucknow I am studying BCA I worked with Python you know,1,1,1,0,0
Hi I am Sai Teja I completed BCA,1,1,0,0,0
I know Data Structures I did internship at Infosys I want to work in a top company,0,0,1,1,1
I am studying BCA I did internship at TCS,0,1,0,1,0
My name is Pooja from Mumbai I'm pursuing BCA I want to work in a top company,1,1,0,0,1
I know Machine Learning,0,0,1,0,0
i am sai teja from lucknow i have skills in data structures i worked at tcs,1,0,1,1,0
My name is Ananya from Chennai I completed BSc IT I did internship at Google India My goal is to work in a top company,1,1,0,1,1
uh I completed BCA I worked with AI I worked at Google India,0,1,1,1,0
My name is Bhargav from Delhi I did internship at Infosys you know,1,0,0,1,0
I am studying BSc IT I know Data Structures I want to build scalable systems,0,1,1,0,1
uh My name is Harpreet from Lucknow I am studying BSc IT I worked with Web Development I worked at Google India I want to build scalable systems,1,1,1,1,1
I completed Electrical Engineering I worked at Infosys My goal is to become an AI engineer basically,0,1,0,1,1
Myself Bhargav I am pursuing BCA I know Web Development My goal is to build scalable systems you know,1,1,1,0,1
My name is Rohit from Delhi I completed BSc IT I worked at TCS I want to contribute to AI research,1,1,0,1,1
Hi I am Somanshu I am studying BCA I worked at Wipro I want to contribute to AI research basically,1,1,0,1,1
I am pursuing Mechanical Engineering I worked at HCL basically,0,1,0,1,0
myself Subramanian from Mumbai I am studying BSc IT I worked at Google India,1,1,0,1,0
i am krishna from mumbai i know web development i did internship at tcs,1,0,1,1,0
I'm pursuing BSc IT I worked at TCS My goal is to build scalable systems,0,1,0,1,1
i completed bsc it i have skills in machine learning my goal is to become an ai engineer,0,1,1,0,1
I am Vivaan from Mumbai I am pursuing BCA,1,1,0,0,0
My name is Krishna from Bangalore I completed BTech in Computer Science I know AI I did internship at Infosys I want to work in a top company,1,1,1,1,1
Myself Faizan I'm studying BTech in Computer Science,1,1,0,0,0
uh I am Rehan from Mumbai I am studying BSc IT I want to contribute to AI research,1,1,0,0,1
I completed BCA I did internship at Wipro I want to build scalable systems,0,1,0,1,1
I worked with Python,0,0,1,0,0
Hi I am Gurpreet I am pursuing BSc IT I have skills in Python,1,1,1,0,0
Myself Yashraj I am studying Electrical Engineering I know Machine Learning I did internship at HCL I want to build scalable systems you know,1,1,1,1,1
Myself Harpreet I have skills in AI I want to work in a top company,1,0,1,0,1
i did internship at infosys i want to build scalable systems,0,0,0,1,1
Myself Sai Teja I am pursuing Mechanical Engineering I worked with Machine Learning you know,1,1,1,0,0
uh I am Raghavendra from Lucknow I completed BSc IT I have skills in AI I worked at Google India My goal is to become an AI engineer,1,1,1,1,1
I'm Subramanian from Bangalore I'm pursuing BSc IT I worked at Wipro I want to become an AI engineer,1,1,0,1,1
Myself Aditya I am studying Electrical Engineering I know Deep Learning My goal is to contribute to AI research basically,1,1,1,0,1
I am pursuing Mechanical Engineering I know AI you know,0,1,1,0,0
I am studying BSc IT My goal is to build scalable systems,0,1,0,0,1
My name is Zoya from Chennai I worked at TCS My goal is to build scalable systems,1,0,0,1,1
I am Chaitanya from Delhi I completed BTech in Computer Science I worked with AI basically,1,1,1,0,0
I am Diya from Bangalore I am studying BTech in Computer Science I have skills in AI My goal is to build scalable systems,1,1,1,0,1
I completed BSc IT I know Machine Learning I want to build scalable systems you know,0,1,1,0,1
I completed Electrical Engineering I did internship at Google India My goal is to become an AI engineer,0,1,0,1,1
I am studying BSc IT I want to work in a top company,0,1,0,0,1
I am Sreshth from Lucknow I worked with Machine Learning I did internship at Infosys you know,1,0,1,1,0
I am pursuing Electrical Engineering I did internship at Infosys,0,1,0,1,0
my name is faizan from lucknow i am pursuing bsc it i worked with deep learning i want to contribute to ai research,1,1,1,0,1
i am pursuing bca i know web development i did internship at hcl i want to become an ai engineer,0,1,1,1,1
I am Aarav from Lucknow I want to become an AI engineer,1,0,0,0,1
I am pursuing Mechanical Engineering I worked with Web Development I worked at Google India you know,0,1,1,1,0
my name is nikhil from lucknow i am studying btech in computer science i did internship at tcs,1,1,0,1,0
Myself Rishi I am pursuing BTech in Computer Science I know Deep Learning you know,1,1,1,0,0
Hi I'm Rishi I completed Mechanical Engineering I have skills in Web Development,1,1,1,0,0
I am studying BCA I have skills in AI I did internship at TCS,0,1,1,1,0
My name is Saanvi from Chennai I am studying BSc IT,1,1,0,0,0
I am Venkatesh from Bangalore I am pursuing BTech in Computer Science you know,1,1,0,0,0
Myself  I know Machine Learning I did internship at Wipro I want to contribute to AI research,1,0,1,1,1
uh Myself Siddharth I worked at Google India My goal is to become an AI engineer,1,0,0,1,1
I am studying BTech in Computer Science I worked with Machine Learning I did internship at Infosys My goal is to contribute to AI research,0,1,1,1,1
I want to work in a top company,0,0,0,0,1
Hi I am Pooja you know,1,0,0,0,0
My name is Yashraj from Chennai I am studying BCA I did internship at Infosys My goal is to become an AI engineer,1,1,0,1,1
Hi I am Nikhil I did internship at TCS,1,0,0,1,0
My name is  from Delhi I completed BTech in Computer Science I know Machine Learning I want to become an AI engineer you know,1,1,1,0,1
Myself Atharv I worked with Python,1,0,1,0,0
my name is  from hyderabad i completed bsc it i worked with web development my goal is to work in a top company,1,1,1,0,1
My name is Ananya from Chennai I am pursuing Electrical Engineering I know AI I worked at Wipro I want to contribute to AI research,1,1,1,1,1
I am pursuing Mechanical Engineering,0,1,0,0,0
uh Hi I am Bhargav I am studying BSc IT I worked at Wipro I want to work in a top company,1,1,0,1,1
myself rudra i am pursuing bca i want to build scalable systems,1,1,0,0,1
Hi I am Kabir I am studying Electrical Engineering I have skills in Machine Learning,1,1,1,0,0
I am studying BTech in Computer Science I know Deep Learning you know,0,1,1,0,0
uh Myself Harshit I have skills in AI I worked at Wipro,1,0,1,1,0
my name is vivaan from lucknow i am studying bsc it i know deep learning i worked at tcs,1,1,1,1,0
I am Kabir from Lucknow I completed BSc IT I know Machine Learning My goal is to contribute to AI research you know,1,1,1,0,1
I worked at HCL you know,0,0,0,1,0
Hi I'm Raghavendra I worked with Machine Learning I worked at Wipro,1,0,1,1,0
My name is Atharv from Lucknow I am studying Mechanical Engineering I worked at Wipro you know,1,1,0,1,0
i completed btech in computer science i know python i worked at tcs i want to become an ai engineer,0,1,1,1,1
I completed BSc IT I did internship at Google India My goal is to contribute to AI research,0,1,0,1,1
My name is Somanshu from Mumbai I am pursuing Electrical Engineering I worked with Web Development I did internship at HCL you know,1,1,1,1,0
Myself Akash I am pursuing BCA I worked with Data Structures I did internship at Infosys,1,1,1,1,0
I'm Venkatesh from Delhi I completed BSc IT My goal is to contribute to AI research,1,1,0,0,1
I know Web Development My goal is to work in a top company you know,0,0,1,0,1
uh My name is Devansh from Delhi I know Machine Learning,1,0,1,0,0
I am Yashraj from Mumbai I am studying BTech in Computer Science I have skills in AI I did internship at Infosys I want to work in a top company basically,1,1,1,1,1
I am studying BCA I did internship at Infosys basically,0,1,0,1,0
I completed BCA I have skills in Deep Learning I did internship at Google India I want to build scalable systems,0,1,1,1,1
I am pursuing Electrical Engineering I did internship at TCS My goal is to work in a top company you know,0,1,0,1,1
I'm Lalita from Mumbai I worked with Web Development I did internship at TCS I want to become an AI engineer,1,0,1,1,1
Myself Atharv I worked with Python I want to build scalable systems basically,1,0,1,0,1
i am  from mumbai i am studying btech in computer science i worked with web development i want to build scalable systems,1,1,1,0,1
My name is Sai Teja from Chennai I am pursuing BCA I have skills in Python I worked at HCL I want to become an AI engineer,1,1,1,1,1
I am  from Mumbai I am studying BTech in Computer Science you know,1,1,0,0,0
I completed Mechanical Engineering I have skills in Python I worked at TCS I want to contribute to AI research basically,0,1,1,1,1
My name is  from Lucknow I am studying Electrical Engineering I have skills in Web Development basically,1,1,1,0,0
uh I am Chaitanya from Lucknow I am studying BSc IT I worked at Google India,1,1,0,1,0
uh I am pursuing BCA I worked with Machine Learning I did internship at Wipro I want to work in a top company,0,1,1,1,1
Hi I am Kunal I know Data Structures My goal is to build scalable systems basically,1,0,1,0,1
uh I did internship at Google India,0,0,0,1,0
Myself Aditya I completed BSc IT I worked with Machine Learning I want to contribute to AI research,1,1,1,0,1
I worked with Deep Learning I did internship at Wipro My goal is to become an AI engineer you know,0,0,1,1,1
Hi I am Priyanshu I am pursuing BTech in Computer Science I have skills in Python basically,1,1,1,0,0
Myself Krishna basically,1,0,0,0,0
I am Lalita from Hyderabad My goal is to work in a top company you know,1,0,0,0,1
I am pursuing BSc IT I have skills in Machine Learning I did internship at Infosys you know,0,1,1,1,0
I want to become an AI engineer basically,0,0,0,0,1
I am Kunal from Lucknow I did internship at HCL My goal is to contribute to AI research,1,0,0,1,1
I am studying Electrical Engineering I did internship at Google India you know,0,1,0,1,0
uh I am pursuing Mechanical Engineering I have skills in Deep Learning My goal is to contribute to AI research,0,1,1,0,1
I know Machine Learning I did internship at TCS I want to become an AI engineer basically,0,0,1,1,1
Myself Myra I am studying Electrical Engineering I worked with Web Development I want to work in a top company basically,1,1,1,0,1
I did internship at Google India My goal is to build scalable systems,0,0,0,1,1
Hi I am Somanshu I am pursuing BCA you know,1,1,0,0,0
i am venkatesh from delhi i am studying electrical engineering i have skills in python my goal is to build scalable systems,1,1,1,0,1
I completed BTech in Computer Science My goal is to contribute to AI research you know,0,1,0,0,1
I am studying Electrical Engineering I know Python I want to work in a top company you know,0,1,1,0,1
uh Hi I am Ayesha I completed BSc IT,1,1,0,0,0
Myself Rehan I completed Mechanical Engineering,1,1,0,0,0
Myself Nikhil I completed BCA I have skills in Python I did internship at HCL I want to become an AI engineer you know,1,1,1,1,1
Hi I am Sai Teja I completed BTech in Computer Science basically,1,1,0,0,0
I am Rohit from Mumbai I have skills in Deep Learning I did internship at Google India My goal is to work in a top company basically,1,0,1,1,1
Hi I am Bhargav I am pursuing Electrical Engineering basically,1,1,0,0,0
uh I am Harpreet from Bangalore I am studying Mechanical Engineering I worked at HCL,1,1,0,1,0
Hi I am Diya I am studying Mechanical Engineering I did internship at Wipro you know,1,1,0,1,0
myself rishi i am studying bsc it i have skills in python i worked at google india my goal is to become an ai engineer,1,1,1,1,1
My name is Aarav from Hyderabad I am pursuing BTech in Computer Science I have skills in Deep Learning My goal is to become an AI engineer you know,1,1,1,0,1
myself Harshit from Bangalore I am studying BSc IT I worked with AI My goal is to become an AI engineer,1,1,1,0,1
My name is Sreshth from Hyderabad I'm pursuing Mechanical Engineering I worked at Infosys,1,1,0,1,0
uh I completed BCA,0,1,0,0,0
Hi I am Shivansh I am studying Electrical Engineering,1,1,0,0,0
uh I am Neha from Bangalore I did internship at Wipro I want to become an AI engineer,1,0,0,1,1
i am studying electrical engineering,0,1,0,0,0
uh I am Aarav from Delhi My goal is to work in a top company,1,0,0,0,1
I am Kunal from Chennai I am pursuing BSc IT I have skills in Python I want to build scalable systems basically,1,1,1,0,1
i completed bsc it i know web development i worked at tcs,0,1,1,1,0
hi i am neha i am pursuing mechanical engineering i worked with python i worked at tcs i want to contribute to ai research,1,1,1,1,1
My name is Gurpreet from Bangalore I am pursuing Mechanical Engineering My goal is to build scalable systems basically,1,1,0,0,1
my name is venkatesh from chennai i worked with deep learning my goal is to contribute to ai research,1,0,1,0,1
hi i am  i am studying electrical engineering,1,1,0,0,0
I am pursuing BTech in Computer Science I worked with Machine Learning,0,1,1,0,0
uh My name is Devansh from Chennai I am pursuing BCA I have skills in Deep Learning I worked at Google India I want to become an AI engineer,1,1,1,1,1
uh My name is Sreshth from Chennai I completed Electrical Engineering I worked at Infosys I want to become an AI engineer,1,1,0,1,1
uh I am pursuing BTech in Computer Science I know Machine Learning I want to become an AI engineer,0,1,1,0,1
I'm pursuing Electrical Engineering I worked with Python I did internship at TCS,0,1,1,1,0
Myself Bhargav I completed Mechanical Engineering I did internship at TCS you know,1,1,0,1,0
Myself Vivaan I am pursuing Mechanical Engineering I know Web Development,1,1,1,0,0
uh I am Ishaan from Lucknow I completed BTech in Computer Science I know Deep Learning I want to work in a top company,1,1,1,0,1
Hi I'm Ayesha I have skills in Web Development I want to become an AI engineer,1,0,1,0,1
I'm studying BSc IT I did internship at HCL I want to build scalable systems,0,1,0,1,1
I am Bhargav from Bangalore I completed BCA I did internship at Google India My goal is to work in a top company,1,1,0,1,1
My name is Somanshu from Bangalore I am pursuing Electrical Engineering I worked with Deep Learning I did internship at HCL you know,1,1,1,1,0
I am Lalita from Lucknow I want to work in a top company,1,0,0,0,1
My name is Deepak from Bangalore I completed BSc IT I worked with Machine Learning I worked at Google India,1,1,1,1,0
I am studying BSc IT I have skills in Data Structures My goal is to contribute to AI research,0,1,1,0,1
I am Faizan from Hyderabad I completed Mechanical Engineering,1,1,0,0,0
uh Myself Vivaan I have skills in Data Structures I did internship at Google India,1,0,1,1,0
uh I completed BSc IT I worked with AI,0,1,1,0,0
myself Harpreet from Bangalore I am studying Electrical Engineering,1,1,0,0,0
my name is manikanta from hyderabad i completed mechanical engineering i worked at wipro my goal is to work in a top company,1,1,0,1,1
I completed BSc IT My goal is to build scalable systems,0,1,0,0,1
uh Myself Chaitanya I am studying Electrical Engineering I worked with Machine Learning,1,1,1,0,0
myself Chaitanya from Mumbai My goal is to contribute to AI research,1,0,0,0,1
I am Somanshu from Delhi I am studying Mechanical Engineering I know Web Development My goal is to work in a top company,1,1,1,0,1
